hour,weekday,service_avg_minutes,queue_length,counters_active,priority,wait_minutes
15,1,20,18,3,1,144
13,3,18,6,4,1,19
11,2,30,17,2,2,157
16,4,15,6,3,1,21
14,2,25,12,3,1,115
12,1,15,6,2,4,16
11,1,35,10,4,1,107
15,3,25,17,5,1,138
14,0,30,10,3,1,142
12,2,30,8,3,1,63
12,3,35,7,2,1,98
8,4,20,10,4,2,43
8,1,12,9,3,1,23
11,5,20,8,3,1,73
11,4,30,14,3,2,90
11,1,30,10,4,3,61
12,0,35,7,3,2,55
10,3,18,9,3,1,88
14,4,15,13,3,1,72
16,2,12,6,3,3,29
11,2,20,14,4,1,58
10,0,12,13,3,1,37
12,2,20,8,4,3,28
12,1,15,5,3,1,21
11,6,30,6,3,2,29
15,2,35,10,4,1,92
10,3,10,16,4,1,27
11,4,10,16,4,1,48
17,4,12,6,4,2,15
9,4,25,11,4,1,48
12,1,25,7,4,1,57
16,4,25,8,4,3,45
9,1,10,14,4,1,33
11,2,30,11,4,1,133
15,0,15,13,2,1,141
17,2,12,15,2,1,108
10,4,18,15,3,1,103
11,3,20,13,5,1,66
12,1,15,6,3,2,11
12,0,35,6,2,1,107
17,5,15,5,3,1,26
9,1,12,10,4,2,13
11,1,30,13,4,1,79
13,1,25,6,2,1,92
8,4,18,8,2,1,50
10,2,10,11,5,1,23
15,1,30,10,3,2,95
12,3,15,11,3,1,43
8,4,10,9,3,2,29
15,2,20,16,3,1,111
10,5,25,7,5,1,43
11,2,30,12,2,1,180
14,5,18,10,3,4,12
13,1,30,6,3,1,43
12,2,25,6,3,1,60
11,1,12,5,3,1,30
8,2,18,9,2,4,21
11,4,18,15,5,1,28
13,1,25,8,5,1,33
16,1,30,7,5,2,42
11,5,12,6,3,1,28
15,2,20,14,3,1,80
10,6,35,7,3,1,122
10,3,12,22,3,3,44
9,1,35,14,3,1,169
11,6,20,9,4,1,51
8,6,18,4,3,2,11
12,2,15,8,4,1,27
13,2,25,6,5,2,26
15,5,18,9,4,1,42
13,4,18,7,4,3,20
10,5,25,4,4,1,27
13,1,10,7,4,1,17
16,2,25,8,5,1,24
13,6,15,3,3,1,13
13,4,20,7,3,1,42
10,1,30,17,3,4,18
11,3,30,9,3,2,81
11,1,35,15,4,1,109
11,5,12,5,3,4,9
15,3,10,13,2,1,33
12,2,15,8,4,2,23
12,1,12,8,2,1,42
14,4,12,11,5,1,20
12,6,18,4,5,1,17
8,4,10,12,3,1,44
9,0,18,15,4,2,26
12,3,25,7,2,1,95
10,2,30,15,3,4,60
11,3,12,12,4,3,32
12,3,15,6,3,1,32
9,1,20,13,5,1,31
16,2,30,8,5,1,57
10,1,18,12,3,2,35
9,1,20,10,4,2,38
14,2,20,14,3,1,67
9,3,10,13,3,1,28
17,2,10,9,5,1,8
17,1,20,8,5,1,23
15,3,15,15,2,2,87
11,4,12,16,2,2,67
13,5,30,4,4,1,32
15,4,12,10,2,1,51
12,5,10,4,3,1,13
13,0,20,7,3,1,34
17,5,25,3,3,1,23
16,4,35,6,4,1,31
10,4,30,12,3,2,128
13,2,30,5,2,2,47
14,1,12,10,4,2,13
12,1,12,7,5,1,23
11,3,35,13,3,1,125
15,2,25,11,3,2,51
15,3,18,12,4,1,44
9,2,15,10,3,4,13
11,4,12,14,2,1,126
15,3,30,12,3,1,115
10,3,12,14,3,1,105
11,0,20,10,4,3,45
14,4,20,17,2,1,158
11,0,30,16,3,1,145
14,2,30,11,2,1,180
10,4,30,9,5,3,31
14,1,25,8,3,1,98
13,4,35,7,4,1,35
13,2,12,9,4,1,34
11,2,25,12,5,1,86
14,3,12,14,2,1,90
11,1,18,14,3,2,111
10,3,18,18,3,3,151
11,6,15,7,4,1,25
9,2,20,12,4,1,52
12,2,25,7,3,1,66
15,3,12,15,2,1,54
15,2,20,16,3,1,85
9,4,12,20,2,1,134
11,4,15,14,4,2,25
10,1,12,9,3,1,50
13,3,35,8,2,3,129
10,5,10,6,2,1,33
13,4,15,8,4,2,22
13,1,18,5,4,1,9
13,3,25,6,4,1,38
16,2,35,12,4,2,94
8,1,15,7,4,1,26
17,2,35,7,4,1,54
14,5,25,7,3,1,54
10,3,25,10,3,2,93
12,3,25,6,4,1,47
14,4,18,14,2,1,135
10,3,30,19,4,4,57
9,6,10,10,3,1,31
12,3,20,7,3,1,35
10,3,25,12,3,1,131
14,6,18,8,2,1,94
13,1,35,8,3,1,117
13,1,25,7,4,3,19
14,3,12,14,4,2,46
13,1,30,8,3,1,59
10,4,10,8,4,3,17
13,4,18,9,4,3,35
12,2,10,5,4,1,16
11,4,12,7,5,1,21
15,2,18,13,3,1,61
13,3,35,8,3,1,115
12,2,15,6,4,1,18
9,1,20,12,3,4,23
10,5,30,7,5,1,52
10,0,25,12,3,1,80
10,1,12,18,3,3,70
16,3,20,8,4,1,54
11,5,15,12,4,1,46
17,4,20,9,3,1,87
12,3,10,7,3,2,15
11,1,10,16,3,1,54
13,1,15,6,2,1,51
11,2,10,13,3,1,35
17,4,15,9,3,1,31
9,2,18,19,4,2,56
11,2,15,15,4,1,70
17,5,35,4,4,1,37
17,0,10,10,3,3,34
9,3,25,16,3,1,70
14,5,35,7,4,1,80
14,2,18,11,2,1,127
10,4,12,14,4,1,49
14,1,30,17,3,1,180
10,4,15,14,3,2,71
14,4,10,13,4,1,21
8,3,35,9,4,2,53
10,3,18,13,3,4,36
12,4,18,7,4,1,32
13,2,20,5,3,1,30
12,2,18,7,2,2,39
10,4,35,10,3,1,96
16,2,35,9,3,1,60
11,0,20,16,3,1,112
17,2,25,6,4,1,29
9,6,30,7,2,1,104
12,3,25,5,2,1,57
13,0,15,7,3,1,41
11,3,12,10,3,1,43
13,3,15,8,3,2,31
16,2,20,8,2,2,45
15,5,10,7,3,1,21
11,3,10,9,3,2,34
10,1,10,11,3,3,17
11,1,10,11,3,1,70
13,3,25,7,3,1,82
10,5,12,6,5,3,12
12,4,15,7,2,2,32
11,3,15,11,2,1,112
13,0,18,5,3,2,15
15,5,20,11,3,1,79
13,2,20,6,5,1,23
11,2,15,12,3,1,51
13,2,10,6,4,1,18
15,2,25,12,4,1,63
12,2,25,6,3,1,38
15,4,25,13,4,1,64
12,3,12,6,4,3,14
12,4,12,6,4,1,21
8,0,35,10,3,1,151
12,1,18,6,3,1,23
10,4,25,17,4,1,82
10,3,10,12,4,2,41
11,1,18,14,4,1,67
12,1,25,6,4,1,55
11,5,12,6,4,1,24
9,4,30,12,3,1,100
16,3,15,9,4,1,47
10,3,35,9,2,1,180
13,5,25,4,4,1,19
13,2,25,6,5,1,43
16,1,30,9,3,2,66
10,3,18,13,4,1,71
11,1,30,18,2,1,180
11,1,35,17,5,2,180
11,6,25,9,5,4,15
14,4,35,9,2,2,107
13,2,25,8,3,1,57
14,3,25,17,3,1,180
15,1,25,9,3,1,88
13,3,10,7,3,3,21
17,5,20,7,2,4,11
11,6,10,6,3,1,27
9,5,15,5,3,2,15
16,2,12,8,3,3,12
9,3,35,13,3,1,148
8,0,20,6,3,1,46
8,4,15,8,4,1,35
13,2,18,7,3,1,48
8,3,25,10,3,1,70
10,3,25,14,3,1,180
10,6,12,8,3,1,49
11,2,12,19,3,1,126
13,1,12,7,4,3,20
13,6,15,3,4,3,7
15,4,10,17,3,1,38
15,3,35,9,4,1,47
9,2,10,13,2,3,34
13,1,18,5,4,1,23
9,4,35,12,3,1,85
11,4,25,13,4,1,90
9,2,20,12,3,2,47
17,1,20,7,3,1,27
10,2,25,15,4,2,72
9,1,30,11,4,1,35
14,0,18,12,2,3,125
15,1,20,10,3,1,56
13,4,25,7,3,1,57
17,4,20,11,4,1,63
9,4,35,14,4,1,127
16,6,30,5,3,2,50
11,2,10,12,3,1,44
10,3,35,15,3,1,180
12,3,10,7,3,2,16
12,1,25,9,3,1,66
12,3,12,7,5,1,19
17,3,35,12,4,1,33
13,4,35,5,3,1,66
12,4,25,7,3,2,51
10,2,25,14,3,3,96
11,3,18,20,3,1,106
13,4,30,6,4,1,39
13,4,18,7,3,1,50
12,3,15,6,3,1,27
13,4,30,7,4,1,20
12,3,18,6,2,1,55
10,2,10,12,2,1,59
11,3,30,15,2,1,180
17,5,12,5,2,2,18
12,1,25,9,4,3,66
13,3,12,6,4,1,24
12,4,15,5,4,1,10
10,2,20,13,5,3,32
9,3,20,16,2,1,112
9,6,10,9,3,3,16
13,1,35,5,4,1,56
16,4,12,12,3,1,39
17,0,18,9,4,1,42
11,4,20,9,3,1,78
15,5,35,7,5,2,24
15,5,20,7,3,1,62
16,2,30,8,4,1,61
13,5,18,4,4,4,6
12,2,35,7,4,3,33
13,1,20,6,3,1,41
15,4,35,10,3,1,114
12,2,15,7,2,1,43
15,2,15,16,4,1,76
12,1,18,8,3,3,34
13,4,25,6,3,1,45
14,1,10,10,2,2,36
13,4,20,7,4,1,41
10,1,20,16,3,1,101
13,2,18,6,3,2,28
9,1,30,17,3,4,50
12,0,20,7,2,1,88
12,4,12,7,2,1,35
11,6,12,7,2,2,24
13,1,12,6,4,1,25
13,1,12,6,4,1,13
8,4,18,7,4,1,38
10,3,12,14,3,1,18
14,3,15,10,2,1,79
11,6,15,7,3,1,47
10,3,10,13,2,1,82
11,5,35,7,4,3,46
12,2,15,9,2,1,25
11,2,35,9,3,1,124
13,3,10,9,5,3,4
14,3,15,13,4,2,33
15,1,15,18,5,1,50
11,2,10,18,3,1,81
17,4,10,10,3,1,46
16,3,35,10,4,1,86
8,2,25,8,4,1,60
11,2,20,8,3,1,64
10,0,30,9,3,1,50
11,0,12,19,5,1,37
11,1,25,12,5,2,57
15,0,20,12,2,1,95
8,1,30,12,4,1,88
10,1,15,8,4,1,26
15,4,25,8,2,1,176
12,4,25,6,4,3,35
14,6,18,5,4,1,29
17,1,35,10,2,1,153
11,3,12,11,3,4,19
12,2,20,9,3,1,67
11,2,35,15,4,1,145
10,1,18,17,4,2,81
11,2,35,16,4,2,124
10,4,10,14,2,1,68
16,1,20,10,4,1,29
11,2,12,16,3,1,65
17,1,15,12,4,1,48
10,1,10,12,4,3,28
11,0,10,14,4,1,60
14,1,20,11,3,3,92
15,3,10,10,4,1,13
10,2,15,15,2,1,180
11,0,20,14,4,1,87
10,2,30,10,2,1,149
15,4,35,11,2,1,180
11,3,15,14,4,1,55
10,3,12,15,3,1,43
17,6,25,7,5,1,33
8,5,15,3,5,1,3
15,3,15,11,4,1,62
9,0,30,14,4,1,139
12,4,15,7,4,1,23
10,2,15,11,4,3,55
16,1,30,9,3,1,118
13,4,12,7,5,4,6
13,1,18,8,3,1,56
9,1,12,13,3,1,34
13,1,30,7,5,3,49
10,1,25,18,3,1,176
13,5,18,3,4,1,8
12,4,20,7,2,1,70
15,1,10,12,3,1,37
17,6,15,6,4,1,19
12,3,25,6,2,1,60
11,3,12,15,4,1,41
17,4,30,8,3,2,41
15,1,25,16,5,1,28
13,4,20,7,5,1,39
14,1,12,9,4,2,6
16,3,30,16,5,1,136
13,5,30,4,3,2,25
11,3,25,10,4,1,109
13,4,30,8,5,4,17
11,1,30,11,5,2,52
14,6,18,9,4,1,37
15,3,10,15,3,1,46
15,2,10,15,2,1,86
16,1,25,10,3,1,76
12,1,10,8,4,1,20
10,4,35,16,2,1,180
13,6,12,3,3,1,10
11,3,25,12,2,1,172
9,0,20,14,4,3,47
12,2,15,9,3,2,29
10,4,18,16,2,1,180
9,4,10,12,3,1,18
15,3,18,13,4,1,69
10,1,35,19,4,1,180
11,0,10,20,3,1,103
17,2,15,11,2,1,57
14,4,15,16,4,1,56
8,3,30,8,4,1,49
11,4,30,14,2,1,180
14,4,18,16,5,2,65
11,6,20,9,2,1,57
8,3,30,9,3,2,104
15,4,30,13,2,1,159
11,4,30,13,3,1,180
15,5,25,7,3,1,64
17,5,10,4,4,1,11
9,1,18,20,4,1,82
11,2,25,14,3,4,24
11,1,25,11,2,1,180
10,3,18,14,3,1,125
10,1,15,15,3,1,23
9,3,30,8,4,3,43
13,3,20,7,2,2,31
10,4,15,11,3,1,69
12,2,25,7,3,1,35
12,1,35,5,2,1,49
12,2,35,8,2,1,124
12,0,12,7,5,3,14
9,1,30,10,4,1,78
11,2,30,15,3,3,107
12,1,15,6,3,3,36
11,3,15,16,5,1,45
11,2,20,10,4,3,40
10,2,20,17,4,1,81
13,1,35,6,3,1,63
11,1,35,15,4,1,180
11,1,18,8,2,1,102
11,6,25,7,4,2,37
13,5,30,4,4,2,27
13,2,35,6,5,1,54
12,4,35,6,3,1,74
12,3,20,6,3,1,40
13,1,30,8,2,2,53
13,2,12,6,3,1,30
14,0,12,13,4,1,46
12,0,18,8,2,1,45
10,2,25,15,4,1,180
11,1,12,13,4,2,44
13,0,18,6,3,1,28
16,3,12,9,4,1,25
10,4,20,12,3,2,83
13,2,30,5,5,1,37
14,6,20,6,2,1,43
12,2,15,9,3,1,57
10,5,20,6,4,1,41
11,5,30,9,3,2,58
14,5,12,8,3,1,30
9,2,18,13,3,1,105
16,2,18,7,4,1,32
8,2,20,8,3,1,78
16,6,12,4,4,1,12
9,5,35,11,4,1,69
13,5,15,4,3,1,20
17,1,20,9,4,1,53
12,3,18,10,3,4,20
16,4,18,8,4,3,16
14,2,30,13,2,3,117
11,1,12,10,3,1,72
11,2,18,17,3,1,134
15,1,15,14,3,1,55
13,1,30,9,4,1,85
13,4,25,6,3,2,36
11,2,35,18,4,1,148
11,5,15,7,3,1,54
12,4,10,6,3,3,14
8,3,35,7,4,1,59
17,2,30,7,4,1,32
14,3,12,14,5,1,28
8,2,10,8,3,1,24
11,4,18,12,3,2,55
10,3,35,18,4,2,76
15,4,12,13,4,1,35
13,2,20,10,4,4,13
9,0,15,19,2,1,180
16,4,15,9,3,1,77
9,2,20,19,3,1,157
17,1,18,11,3,1,64
13,5,18,6,4,1,18
13,1,20,7,2,1,53
12,2,30,6,3,2,19
11,3,18,10,3,1,60
12,5,35,3,3,2,36
10,1,10,16,2,2,70
15,2,35,8,2,1,109
16,1,25,9,3,1,65
13,5,15,3,4,1,8
12,4,10,5,3,1,15
9,4,12,20,4,1,79
11,4,12,13,3,1,59
9,1,10,12,3,1,71
14,5,30,6,3,1,100
12,3,18,7,4,1,24
14,3,18,14,2,2,112
14,1,18,14,4,2,40
15,3,30,12,3,1,97
15,3,18,18,3,1,169
10,0,18,15,2,1,123
12,4,35,11,3,1,128
14,4,30,11,3,1,144
14,5,18,6,3,1,43
11,3,15,13,3,1,38
13,5,30,4,2,1,58
13,2,12,9,3,2,15
14,4,12,15,4,1,35
16,1,15,9,2,1,47
10,1,15,16,2,2,118
10,3,30,13,3,1,180
15,4,25,9,4,1,50
12,1,10,7,4,3,10
13,4,18,5,3,1,30
8,2,35,5,3,1,68
11,0,35,11,4,1,137
12,0,15,6,4,1,21
12,3,10,8,4,1,12
13,2,18,8,3,1,47
9,5,35,7,3,1,101
11,3,18,14,4,1,82
11,0,35,23,4,1,180
13,4,18,8,2,2,56
16,2,30,5,3,1,53
10,4,30,12,4,1,101
16,1,10,8,3,1,28
13,3,15,6,5,1,19
13,3,35,8,3,1,125
11,3,35,13,2,2,174
11,4,25,10,4,2,56
10,1,35,12,3,1,136
13,3,30,9,3,1,130
13,1,15,10,3,1,68
15,2,20,14,5,1,42
17,2,18,10,3,1,70
14,1,20,18,3,4,37
11,3,12,12,2,1,90
10,3,30,13,3,2,80
12,5,25,3,2,3,26
12,5,10,6,3,1,14
10,3,10,15,3,2,38
13,1,30,7,4,1,42
16,4,12,18,4,2,28
14,4,10,9,3,1,27
14,3,18,11,4,1,37
9,0,10,11,5,1,24
10,3,35,14,5,1,92
14,3,30,6,5,2,24
10,4,12,13,4,1,72
8,4,15,7,3,1,36
11,4,30,11,4,1,128
17,5,18,6,5,3,10
10,1,18,14,3,2,62
12,6,20,3,3,1,20
10,2,18,15,4,3,95
11,1,15,17,4,1,87
13,1,15,8,2,3,56
14,4,12,15,4,2,53
13,4,18,7,2,2,49
14,3,20,15,4,1,63
13,4,20,7,3,1,46
11,3,20,11,4,2,58
11,4,30,14,4,1,176
12,5,12,3,3,1,9
11,2,35,13,2,1,158
10,5,12,6,5,1,27
9,2,12,11,4,3,18
13,5,10,4,3,1,18
13,1,25,9,3,1,115
15,1,12,14,3,1,91
14,3,35,11,3,1,142
9,1,25,11,4,1,64
14,6,18,10,3,1,37
17,1,20,7,3,1,52
13,4,20,9,4,1,43
11,2,12,10,3,1,51
11,3,25,14,4,1,72
15,4,35,13,5,3,113
14,1,10,16,3,1,73
16,5,10,6,2,1,26
11,4,10,24,4,1,57
13,2,25,6,4,2,42
17,2,35,11,2,1,180
13,3,20,9,5,1,41
16,4,20,9,3,4,7
17,2,35,5,3,3,53
11,3,30,16,3,2,126
10,5,35,5,2,1,100
15,1,18,14,3,1,75
12,1,12,9,3,1,31
10,1,25,11,2,1,136
15,1,12,15,3,2,74
13,1,15,10,2,1,40
16,2,30,7,2,1,180
13,4,15,7,3,1,38
11,1,12,15,3,1,85
9,3,20,15,5,1,49
11,4,15,15,5,1,66
9,1,15,13,3,1,66
13,3,10,7,3,1,34
12,5,25,3,3,2,12
13,5,20,3,2,1,34
14,3,25,14,5,2,33
13,2,25,9,2,1,147
10,4,20,16,5,1,56
14,4,15,12,4,1,22
9,5,25,7,4,1,34
12,4,10,5,3,1,14
13,2,15,5,2,1,12
10,5,35,7,2,1,180
10,0,18,13,2,1,78
8,2,30,13,4,1,74
11,6,10,9,3,1,51
13,1,12,7,2,1,32
10,4,10,12,2,3,77
11,2,25,14,2,1,175
15,3,15,18,2,1,106
9,2,12,9,4,2,23
10,4,12,11,3,1,49
9,5,12,7,4,2,18
11,1,35,10,3,1,152
14,3,15,13,3,1,51
10,5,15,9,2,1,95
15,5,25,7,3,2,66
15,0,10,14,3,1,61
17,2,18,8,4,1,33
9,5,10,6,3,1,23
14,5,35,9,2,2,142
12,1,10,11,3,1,56
12,4,10,7,4,1,18
15,5,25,7,5,3,21
15,2,18,11,4,4,11
13,2,20,6,2,1,57
14,3,30,11,4,1,109
9,5,20,8,2,2,67
11,2,20,15,2,3,154
12,1,30,7,4,1,68
17,4,12,8,3,2,24
13,2,15,8,4,2,27
9,1,12,10,3,1,45
17,1,25,6,3,1,60
13,1,25,5,3,1,46
9,4,20,10,2,1,110
13,5,20,5,3,1,50
9,4,25,9,3,1,88
9,4,15,13,4,1,45
12,3,35,8,4,1,84
14,1,18,12,2,1,102
11,3,20,12,4,1,62
11,3,15,15,3,1,72
11,3,20,17,4,3,105
13,2,35,11,2,1,90
17,1,15,9,3,4,12
14,4,25,13,4,3,54
12,2,18,7,3,1,32
12,4,35,9,3,1,102
10,5,30,4,3,1,51
10,4,35,11,4,1,71
17,5,10,3,3,3,7
12,2,20,6,4,1,14
14,4,30,12,4,2,80
13,1,20,9,4,1,48
10,2,12,11,3,3,35
10,2,12,11,5,4,9
10,2,30,14,3,1,180
9,0,35,10,4,1,96
10,5,10,5,4,1,13
8,3,10,7,4,1,13
13,2,35,5,3,1,56
10,4,35,16,4,4,79
11,2,35,9,3,2,97
12,3,25,7,5,1,29
8,1,10,8,4,1,13
11,1,18,10,4,1,43
10,2,15,16,3,1,118
12,1,30,9,3,2,85
11,3,35,11,2,1,180
13,2,18,7,4,1,38
10,4,10,9,2,1,64
11,1,10,17,5,1,29
10,4,15,10,4,1,41
12,2,35,7,3,1,103
17,4,12,12,5,1,17
11,2,30,10,2,1,159
9,3,12,10,4,2,18
17,3,25,11,4,4,16
13,0,25,6,3,1,40
16,4,15,9,3,1,64
9,6,35,6,5,1,47
12,3,18,5,3,1,40
10,3,18,9,3,4,18
13,1,15,5,2,1,47
10,2,25,15,5,3,81
9,3,10,11,2,1,51
13,1,35,7,3,1,122
13,4,30,6,4,1,22
16,4,30,10,4,1,70
10,3,20,11,3,2,53
16,4,15,9,5,1,40
13,5,30,4,3,1,29
13,3,10,6,3,1,29
14,0,10,12,4,1,23
9,2,12,13,4,1,30
15,4,30,13,3,1,106
8,4,10,6,3,3,12
12,6,12,4,3,1,11
11,1,30,11,3,1,136
10,5,20,6,2,2,43
13,2,15,6,3,1,41
13,4,18,6,2,1,55
12,2,35,8,4,1,96
15,2,15,17,5,1,39
17,4,30,10,3,3,95
10,5,30,7,3,3,38
13,4,15,6,3,1,37
11,3,20,11,3,2,71
13,2,25,7,3,3,51
13,4,30,8,3,1,73
11,1,10,12,4,1,24
10,2,25,9,2,1,96
15,1,12,13,3,3,40
8,3,12,8,3,4,10
12,4,18,8,4,1,26
15,1,12,18,4,1,50
15,4,12,9,3,1,24
12,1,35,10,4,2,68
12,0,15,8,3,1,35
17,4,12,8,3,1,15
13,0,30,7,4,1,70
15,0,15,15,2,1,46
13,4,30,5,3,3,30
12,3,15,7,2,1,41
16,4,30,8,5,1,60
11,1,35,11,2,1,180
10,1,30,11,3,1,147
10,4,25,15,5,2,83
14,1,25,11,2,1,124
10,3,30,13,4,1,122
11,4,25,13,4,1,53
14,0,18,16,3,2,65
9,3,12,9,2,3,41
8,4,12,10,3,1,39
11,4,15,17,3,1,29
12,1,18,9,4,1,28
13,5,20,3,3,1,21
13,1,10,6,4,1,16
15,6,20,5,2,3,34
9,3,12,16,4,2,37
9,4,25,14,3,1,63
13,0,20,7,3,1,29
10,2,25,12,3,1,148
15,3,35,15,2,1,180
15,4,15,12,5,1,30
15,5,20,6,3,1,17
12,5,30,3,2,2,15
13,6,15,3,2,1,15
13,5,15,4,3,1,22
10,5,12,7,2,1,36
17,4,30,13,3,1,63
17,2,25,9,4,2,33
8,5,10,4,3,1,15
13,4,35,7,3,1,42
11,5,10,8,3,1,24
10,2,12,24,4,1,71
8,1,20,12,4,1,46
17,1,20,9,3,1,47
14,3,20,12,3,1,115
9,2,10,12,4,1,22
14,4,25,11,2,1,180
16,2,10,10,4,1,30
13,2,30,6,4,1,53
17,3,20,7,4,1,38
16,6,15,6,4,2,15
11,1,18,11,4,1,78
10,5,30,8,2,1,175
10,4,25,12,4,1,88
17,3,30,9,4,1,84
17,1,25,10,3,2,63
12,1,30,8,2,2,70
11,5,10,10,3,3,31
11,2,18,9,3,2,24
11,4,35,12,5,1,105
15,2,35,15,4,1,128
15,5,20,9,4,1,54
15,2,10,9,3,1,25
13,2,30,8,3,1,110
12,1,25,6,3,1,29
10,4,30,15,3,1,156
15,6,10,9,3,1,37
11,2,35,11,4,1,81
17,5,18,4,4,1,20
14,3,18,18,3,1,103
11,1,35,9,4,2,53
15,2,25,12,4,1,92
14,1,20,11,4,1,65
11,1,35,14,4,1,100
8,2,35,7,2,3,94
16,6,12,6,3,2,14
8,2,20,12,3,1,124
12,3,15,7,5,1,24
13,3,35,9,3,2,52
13,2,10,6,2,3,20
13,4,10,8,3,2,15
10,5,12,10,4,1,40
12,1,25,8,3,2,62
13,1,35,7,4,3,54
9,3,20,15,4,2,50
9,4,35,12,5,1,44
17,3,18,10,2,1,85
13,4,18,7,4,1,55
8,1,18,8,5,3,15
17,5,35,7,2,1,158
12,1,25,9,3,3,73
15,2,18,10,3,3,49
14,1,30,12,2,1,83
17,4,20,11,3,3,36
13,3,30,7,4,4,17
13,5,25,3,2,1,27
10,3,20,14,4,4,41
10,0,10,13,4,1,26
8,4,25,8,4,2,53
13,2,30,6,3,1,32
15,1,30,11,3,4,37
12,3,15,6,4,1,16
15,2,15,11,4,1,32
11,3,12,10,4,1,35
12,3,10,7,4,1,8
9,6,15,7,2,2,48
12,3,25,7,3,1,54
9,2,18,14,5,1,77
15,3,20,14,3,3,80
17,4,35,8,4,3,79
14,2,12,14,4,2,38
12,0,10,8,3,1,24
10,2,25,9,4,1,66
10,3,20,12,3,4,22
9,2,18,12,4,1,35
12,1,30,6,3,1,62
15,1,12,17,4,1,43
11,2,35,15,4,1,180
9,4,15,15,4,1,44
11,4,10,13,5,1,39
12,6,20,3,3,1,29
8,2,20,15,2,2,116
10,4,18,18,3,1,54
14,2,20,16,4,1,82
12,0,20,8,5,1,28
13,5,20,3,2,4,9
13,2,18,5,5,1,18
11,3,35,9,3,1,140
15,3,15,14,2,1,59
9,4,10,14,5,1,38
13,3,18,6,4,2,22
12,3,10,7,4,1,14
13,1,30,7,3,3,56
12,3,25,10,4,1,61
16,3,35,9,2,1,115
16,5,10,7,4,1,23
9,0,15,11,3,2,25
13,1,10,8,3,1,37
13,2,35,8,3,1,111
14,3,12,11,2,1,131
12,1,18,5,3,1,36
11,1,18,7,4,1,37
12,2,15,5,4,1,16
11,2,15,12,4,1,87
15,4,35,11,2,1,180
11,4,30,11,3,1,157
13,2,25,5,3,1,10
17,4,25,7,4,3,21
9,4,20,11,4,1,46
10,2,12,17,3,1,68
13,1,12,7,4,1,27
17,4,35,13,4,1,86
12,1,30,5,3,1,74
12,4,25,5,2,3,53
11,4,12,11,2,1,66
12,3,10,5,4,1,10
11,3,12,9,5,1,3
15,1,35,16,3,1,180
10,3,35,9,2,1,126
10,4,18,10,5,1,42
15,4,18,15,3,1,88
17,2,15,7,3,1,25
15,2,20,11,5,3,21
12,2,18,5,5,2,10
12,1,20,8,2,1,85
15,1,10,15,3,2,20
10,2,30,12,3,1,87
14,6,25,10,4,1,79
14,4,10,13,2,4,27
8,2,20,8,3,2,17
11,0,20,11,4,3,52
15,3,20,13,3,1,44
14,3,35,13,3,3,180
13,2,30,6,3,1,92
10,2,10,16,4,4,20
12,1,12,7,2,1,45
13,3,35,9,2,1,88
8,5,30,4,3,1,27
12,3,18,7,2,1,46
9,4,18,12,3,1,87
16,2,18,9,3,1,43
11,2,10,12,5,2,13
14,4,20,18,4,1,114
16,6,12,5,2,3,24
11,3,15,14,4,1,81
12,4,10,6,2,1,30
10,2,15,15,4,1,36
16,2,20,7,2,1,95
17,2,20,11,2,2,88
13,1,20,8,2,1,71
12,2,15,5,4,1,21
14,2,20,17,3,1,62
11,2,15,13,4,1,92
11,5,20,7,2,1,78
12,1,25,5,3,1,36
15,6,20,7,4,2,16
9,1,12,13,3,3,28
16,4,15,11,3,1,51
11,5,25,5,5,1,27
13,1,30,5,2,2,43
11,4,10,17,4,4,12
13,3,18,7,3,1,58
14,5,18,9,4,1,76
12,2,18,6,2,1,59
10,3,20,9,3,1,79
15,4,10,12,4,1,23
13,4,12,5,2,2,13
14,4,20,16,2,3,120
10,4,20,11,2,1,86
16,4,25,12,4,2,42
9,1,20,10,2,1,78
15,3,35,16,4,1,180
17,6,18,4,3,1,25
9,1,30,12,5,1,68
15,3,10,16,2,1,71
15,4,12,12,3,1,51
12,5,12,4,3,2,12
14,2,20,11,4,1,87
12,1,30,6,3,1,71
12,3,15,6,4,1,22
12,2,10,7,4,4,4
12,4,12,7,4,3,13
9,4,20,13,3,1,53
16,0,30,13,3,1,89
14,5,20,7,2,1,59
10,6,18,8,4,1,56
8,4,15,6,3,1,33
9,2,30,16,4,2,64
11,4,30,17,4,2,71
9,2,18,13,3,2,79
12,1,20,7,4,1,24
10,2,15,13,5,1,57
14,1,12,12,3,1,56
13,3,12,7,3,4,10
10,1,35,16,4,1,180
13,4,15,6,3,1,44
9,5,12,4,2,1,21
14,2,10,12,3,1,26
11,1,18,18,3,1,174
13,3,12,7,3,1,27
13,3,35,5,3,1,83
13,3,30,5,3,3,35
12,6,12,3,2,2,17
11,1,20,13,3,3,72
14,0,25,8,3,1,94
15,4,18,13,2,2,114
15,0,10,12,3,1,22
10,3,30,14,4,1,142
13,4,25,7,3,1,46
14,3,12,14,4,1,18
12,4,25,6,4,1,42
8,2,10,7,2,3,26
10,4,15,15,3,1,75
14,3,15,9,4,2,6
14,2,30,9,3,1,100
12,2,15,11,2,1,67
12,6,12,3,5,1,7
16,4,10,7,3,2,24
13,3,35,9,3,3,81
12,2,12,6,3,1,23
11,5,35,9,4,4,28
12,1,30,9,3,2,61
10,3,20,21,3,1,148
15,5,12,5,2,1,19
